"GLOBALEVENTID","SQLDATE","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_FullName","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_FullName","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_FullName","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","DATEADDED","SOURCEURL"
582644643,20160926,201609,2016,2016.7288,"AUS","AUSTRALIA","AUS",NA,NA,NA,NA,NA,NA,NA,"USA","THE US","USA",NA,NA,NA,NA,NA,NA,NA,1,"161","161","16",4,-4,2,1,2,1.07991360691145,1,"Australia","AS","AS",-27,133,NA,4,"London, London, City of, United Kingdom","UK","UKH9",51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom","UK","UKH9",51.5,-0.116667,-2601889,20160926,"https://www.theguardian.com/music/2016/feb/08/jimi-hendrix-museum-former-london-flat-open-wednesday"
582644644,20160926,201609,2016,2016.7288,"AUS","AUSTRALIA","AUS",NA,NA,NA,NA,NA,NA,NA,"USA","THE US","USA",NA,NA,NA,NA,NA,NA,NA,1,"161","161","16",4,-4,2,1,2,1.07991360691145,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,20160926,"https://www.theguardian.com/music/2016/feb/08/jimi-hendrix-museum-former-london-flat-open-wednesday"
582644651,20160926,201609,2016,2016.7288,"AUSEDU","AUSTRALIA","AUS",NA,NA,NA,NA,"EDU",NA,NA,"AUS","MELBOURNE","AUS",NA,NA,NA,NA,NA,NA,NA,1,"190","190","19",4,-10,2,1,2,-5.95238095238095,4,"Melbourne, Victoria, Australia","AS","AS07",-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia","AS","AS07",-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia","AS","AS07",-37.8167,144.967,-1586844,20160926,"http://www.9news.com.au/national/2016/09/26/08/17/suspected-arson-fire-at-melbourne-school"
582646083,20160926,201609,2016,2016.7288,"MNCUSAMED","GOOGLE","USA",NA,NA,NA,NA,"MNC","MED",NA,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"129","129","12",3,-5,10,1,10,-9.48905109489055,1,"Saudi Arabia","SA","SA",25,45,NA,1,"Saudi Arabia","SA","SA",25,45,NA,1,"Saudi Arabia","SA","SA",25,45,NA,20160926,"http://contacto-latino.com/en/news/201403/106052294/obama-vetoes-bill-to-allow-sept-11-victims-to-sue-saudi-government-npr/"
582646084,20160926,201609,2016,2016.7288,"MNCUSAMED","GOOGLE","USA",NA,NA,NA,NA,"MNC","MED",NA,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"130","130","13",3,-4.4,10,1,10,-9.48905109489055,1,"Saudi Arabia","SA","SA",25,45,NA,1,"Saudi Arabia","SA","SA",25,45,NA,1,"Saudi Arabia","SA","SA",25,45,NA,20160926,"http://contacto-latino.com/en/news/201403/106052294/obama-vetoes-bill-to-allow-sept-11-victims-to-sue-saudi-government-npr/"
582646085,20160926,201609,2016,2016.7288,"MNCUSAMED","GOOGLE","USA",NA,NA,NA,NA,"MNC","MED",NA,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"131","131","13",3,-5.8,10,1,10,-9.48905109489055,1,"Saudi Arabia","SA","SA",25,45,NA,1,"Saudi Arabia","SA","SA",25,45,NA,1,"Saudi Arabia","SA","SA",25,45,NA,20160926,"http://contacto-latino.com/en/news/201403/106052294/obama-vetoes-bill-to-allow-sept-11-victims-to-sue-saudi-government-npr/"
582646441,20160926,201609,2016,2016.7288,"SGP","SINGAPOREAN","SGP",NA,NA,NA,NA,NA,NA,NA,"MYS","MALAYSIA","MYS",NA,NA,NA,NA,NA,NA,NA,1,"190","190","19",4,-10,60,1,60,-7.90574097811847,1,"Singapore","SN","SN",1.3667,103.8,NA,1,"Malaysia","MY","MY",2.5,112.5,NA,1,"Malaysia","MY","MY",2.5,112.5,NA,20160926,"http://forums.asiaone.com/showthread.php?s=cd83b596f18c0b206c74dfacee0f259a&p=1899639"
582646442,20160926,201609,2016,2016.7288,"SGP","SINGAPOREAN","SGP",NA,NA,NA,NA,NA,NA,NA,"MYS","MALAYSIA","MYS",NA,NA,NA,NA,NA,NA,NA,1,"190","190","19",4,-10,90,1,90,-7.90574097811847,1,"Singapore","SN","SN",1.3667,103.8,NA,1,"Malaysia","MY","MY",2.5,112.5,NA,1,"Singapore","SN","SN",1.3667,103.8,NA,20160926,"http://forums.asiaone.com/showthread.php?s=cd83b596f18c0b206c74dfacee0f259a&p=1899639"
582647025,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"MNCUSA","STARBUCKS","USA",NA,NA,NA,NA,"MNC",NA,NA,1,"160","160","16",4,-4,200,48,200,-10.1013670637814,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,20160926,"http://www.mysanantonio.com/news/crime/article/1-hurt-1-detained-in-shooting-near-Las-Vegas-9283681.php"
582647029,20160926,201609,2016,2016.7288,"USA","LAS VEGAS","USA",NA,NA,NA,NA,NA,NA,NA,"MNCUSA","STARBUCKS","USA",NA,NA,NA,NA,"MNC",NA,NA,1,"193","193","19",4,-10,328,37,320,-7.51443163484273,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,20160926,"http://wwmt.com/news/nation-world/metro-investigating-shooting-at-starbucks-in-7200-block-of-s-rainbow"
582647030,20160926,201609,2016,2016.7288,"USA","LAS VEGAS","USA",NA,NA,NA,NA,NA,NA,NA,"MNCUSA","STARBUCKS","USA",NA,NA,NA,NA,"MNC",NA,NA,1,"193","193","19",4,-10,2,1,2,-6.66666666666667,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Warm Springs, Nevada, United States","US","USNV",38.1905,-116.37,856168,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,20160926,"http://kdwn.com/2016/09/25/las-vegas-police-investigating-shooting-possible-bomb-at-las-vegas-starbucks/"
582647112,20160926,201609,2016,2016.7288,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,"USAHLH","UNITED STATES","USA",NA,NA,NA,NA,"HLH",NA,NA,1,"130","130","13",3,-4.4,12,3,12,-2.28269368256113,3,"Rensselaer Polytechnic Institute, New York, United States","US","USNY",42.7326,-73.681,962386,3,"Rensselaer Polytechnic Institute, New York, United States","US","USNY",42.7326,-73.681,962386,3,"Rensselaer Polytechnic Institute, New York, United States","US","USNY",42.7326,-73.681,962386,20160926,"http://www.heraldnet.com/news/cities-take-a-second-look-at-led-streetlights/"
582647121,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,1,1,1,-0.56497175141243,3,"Phoenix, Arizona, United States","US","USAZ",33.4484,-112.074,44784,3,"Phoenix, Arizona, United States","US","USAZ",33.4484,-112.074,44784,3,"Phoenix, Arizona, United States","US","USAZ",33.4484,-112.074,44784,20160926,"http://www.watertowndailytimes.com/national/the-battle-for-arizona-clinton-trump-in-surprisingly-tight-race-20160925"
582647122,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,1,1,1,-0.56497175141243,2,"Arizona, United States","US","USAZ",33.7712,-111.388,NA,2,"Arizona, United States","US","USAZ",33.7712,-111.388,NA,2,"Arizona, United States","US","USAZ",33.7712,-111.388,NA,20160926,"http://www.watertowndailytimes.com/national/the-battle-for-arizona-clinton-trump-in-surprisingly-tight-race-20160925"
582647137,20160926,201609,2016,2016.7288,"USACOP","UNITED STATES","USA",NA,NA,NA,NA,"COP",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"193","193","19",4,-10,4,4,4,-0.3955518018018,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,2,"North Carolina, United States","US","USNC",35.6411,-79.8431,NA,20160926,"http://www.b985.com/news/national/limit-public-access-police-recordings/mw3bIF4FjeEJiKiEHzfw4M/"
582647138,20160926,201609,2016,2016.7288,"USACOP","CHARLOTTE","USA",NA,NA,NA,NA,"COP",NA,NA,"USA","NORTH CAROLINA","USA",NA,NA,NA,NA,NA,NA,NA,1,"193","193","19",4,-10,16,4,16,-0.3955518018018,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,2,"North Carolina, United States","US","USNC",35.6411,-79.8431,NA,2,"North Carolina, United States","US","USNC",35.6411,-79.8431,NA,20160926,"http://www.b985.com/news/national/limit-public-access-police-recordings/mw3bIF4FjeEJiKiEHzfw4M/"
582647139,20160926,201609,2016,2016.7288,"USACOP","LAS VEGAS","USA",NA,NA,NA,NA,"COP",NA,NA,"USA","LAS VEGAS","USA",NA,NA,NA,NA,NA,NA,NA,1,"193","193","19",4,-10,8,2,5,-5.10998307952623,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,3,"Las Vegas, Nevada, United States","US","USNV",36.175,-115.137,847388,20160926,"http://kdwn.com/2016/09/25/las-vegas-police-investigating-shooting-possible-bomb-at-las-vegas-starbucks/"
582647144,20160926,201609,2016,2016.7288,"USACVL","UNITED STATES","USA",NA,NA,NA,NA,"CVL",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"190","190","19",4,-10,2,2,2,-6.1487762869128,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,20160926,"http://delawarepublic.org/?page=801"
582647145,20160926,201609,2016,2016.7288,"USACVL","UNITED STATES","USA",NA,NA,NA,NA,"CVL",NA,NA,"USAGOV","UNITED STATES","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"190","190","19",4,-10,1,1,1,-5.98591549295774,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,2,"Delaware, United States","US","USDE",39.3498,-75.5148,NA,20160926,"http://delawarepublic.org/?page=801"
582647154,20160926,201609,2016,2016.7288,"USAEDU","CALIFORNIA","USA",NA,NA,NA,NA,"EDU",NA,NA,"USA","CALIFORNIA","USA",NA,NA,NA,NA,NA,NA,NA,0,"192","192","19",4,-9.5,32,4,32,-2.3068158009543,2,"California, United States","US","USCA",36.17,-119.746,NA,2,"California, United States","US","USCA",36.17,-119.746,NA,2,"California, United States","US","USCA",36.17,-119.746,NA,20160926,"http://www.heraldnet.com/news/cities-take-a-second-look-at-led-streetlights/"
582647224,20160926,201609,2016,2016.7288,"USAHLH","AMERICAN","USA",NA,NA,NA,NA,"HLH",NA,NA,"USA","LOS ANGELES","USA",NA,NA,NA,NA,NA,NA,NA,1,"130","130","13",3,-4.4,18,3,18,-2.28269368256113,3,"Rensselaer Polytechnic Institute, New York, United States","US","USNY",42.7326,-73.681,962386,3,"Rensselaer Polytechnic Institute, New York, United States","US","USNY",42.7326,-73.681,962386,3,"Rensselaer Polytechnic Institute, New York, United States","US","USNY",42.7326,-73.681,962386,20160926,"http://www.heraldnet.com/news/cities-take-a-second-look-at-led-streetlights/"
582648393,20160926,201609,2016,2016.7288,"ARE","DUBAI","ARE",NA,NA,NA,NA,NA,NA,NA,"AUS","AUSTRALIA","AUS",NA,NA,NA,NA,NA,NA,NA,0,"112","112","11",3,-2,2,1,2,-1.5625,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,20160926,"http://www.watoday.com.au/federal-politics/political-news/turnbull-mp-in-new-donations-scandal-as-special-corruption-team-investigates-20160923-grmtuw.html"
582648394,20160926,201609,2016,2016.7288,"ARE","DUBAI","ARE",NA,NA,NA,NA,NA,NA,NA,"AUS","AUSTRALIA","AUS",NA,NA,NA,NA,NA,NA,NA,0,"112","112","11",3,-2,2,1,2,-1.5625,4,"Dubai, Dubayy, United Arab Emirates","AE","AE03",25.2522,55.28,-782831,4,"Sydney, New South Wales, Australia","AS","AS02",-33.8833,151.217,-1603135,4,"Dubai, Dubayy, United Arab Emirates","AE","AE03",25.2522,55.28,-782831,20160926,"http://www.watoday.com.au/federal-politics/political-news/turnbull-mp-in-new-donations-scandal-as-special-corruption-team-investigates-20160923-grmtuw.html"
582648510,20160926,201609,2016,2016.7288,"AUSGOV","AUSTRALIA","AUS",NA,NA,NA,NA,"GOV",NA,NA,"AUS","NEW SOUTH WALES","AUS",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,1,1,1,-1.73410404624278,4,"Daisy Hill Conservation Park, Queensland, Australia","AS","AS04",-27.6258,153.168,11350819,4,"Daisy Hill Conservation Park, Queensland, Australia","AS","AS04",-27.6258,153.168,11350819,4,"Daisy Hill Conservation Park, Queensland, Australia","AS","AS04",-27.6258,153.168,11350819,20160926,"http://www.thereporter.com.au/news/greyhound-ban-a-balloon-in-the-wind-joyce/3093583/"
582648511,20160926,201609,2016,2016.7288,"AUSGOV","AUSTRALIA","AUS",NA,NA,NA,NA,"GOV",NA,NA,"AUS","NEW SOUTH WALES","AUS",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,4,3,4,-2.58053225291584,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,1,"Australia","AS","AS",-27,133,NA,20160926,"http://www.thesatellite.com.au/news/greyhound-ban-a-balloon-in-the-wind-joyce/3093583/"
582649669,20160926,201609,2016,2016.7288,"JPN","JAPANESE","JPN",NA,NA,NA,NA,NA,NA,NA,"USA","AMERICAN","USA",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,8,1,8,-1.19956379498364,1,"Japan","JA","JA",36,138,NA,1,"Japan","JA","JA",36,138,NA,1,"Japan","JA","JA",36,138,NA,20160926,"http://www.fark.com/comments/9308039/The-tiny-hotel-trend-comes-towhere-else-Portland"
582649858,20160926,201609,2016,2016.7288,"MNCUSA","EXXON","USA",NA,NA,NA,NA,"MNC",NA,NA,"USA","ARKANSAS","USA",NA,NA,NA,NA,NA,NA,NA,1,"112","112","11",3,-2,5,1,5,-6.38655462184874,3,"Texarkana, Texas, United States","US","USTX",33.4251,-94.0477,1369752,3,"Texarkana, Texas, United States","US","USTX",33.4251,-94.0477,1369752,3,"Texarkana, Texas, United States","US","USTX",33.4251,-94.0477,1369752,20160926,"http://www.texarkanagazette.com/news/arkansas/story/2016/sep/25/feds-exxon-trying-dodge-blame-arkansas-leak/641911/"
582649861,20160926,201609,2016,2016.7288,"MNCUSAMED","GOOGLE","USA",NA,NA,NA,NA,"MNC","MED",NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,3,1,3,-1.8939393939394,2,"New York, United States","US","USNY",42.1497,-74.9384,NA,2,"New York, United States","US","USNY",42.1497,-74.9384,NA,2,"New York, United States","US","USNY",42.1497,-74.9384,NA,20160926,"http://www.afr.com/technology/social-media/snapchat-releases-170-sunglasses-with-builtin-camera-20160925-gro938"
582650675,20160926,201609,2016,2016.7288,"USA","MIAMI","USA",NA,NA,NA,NA,NA,NA,NA,"USAGOV","FLORIDA","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"190","190","19",4,-10,40,4,40,-3.68852459016394,3,"Miami, Florida, United States","US","USFL",25.7743,-80.1937,295004,3,"Miami, Florida, United States","US","USFL",25.7743,-80.1937,295004,3,"Miami, Florida, United States","US","USFL",25.7743,-80.1937,295004,20160926,"http://www.fox30jax.com/news/trending-now/marlins-pitcher-jose-fernandez-shared-baby-news-just-before-his-death/450222808"
582650678,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,2,1,2,-1.46842878120411,3,"Phoenix, Arizona, United States","US","USAZ",33.4484,-112.074,44784,3,"Independence Hall, Ohio, United States","US","USOH",40.0003,-83.0157,1960905,3,"Phoenix, Arizona, United States","US","USAZ",33.4484,-112.074,44784,20160926,"http://www.canoncitydailyrecord.com/news/canoncity-local-news/ci_30402060/battle-arizona-clinton-trump-surprisingly-tight-race"
582650679,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,2,1,2,-1.46842878120411,2,"Arizona, United States","US","USAZ",33.7712,-111.388,NA,3,"Independence Hall, Ohio, United States","US","USOH",40.0003,-83.0157,1960905,2,"Arizona, United States","US","USAZ",33.7712,-111.388,NA,20160926,"http://www.canoncitydailyrecord.com/news/canoncity-local-news/ci_30402060/battle-arizona-clinton-trump-surprisingly-tight-race"
582650681,20160926,201609,2016,2016.7288,"USAAGR","UNITED STATES","USA",NA,NA,NA,NA,"AGR",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,0,"111","111","11",3,-2,2,1,2,-9.39597315436242,3,"Santa Clara County, California, United States","US","USCA",37.2333,-121.768,277307,3,"Santa Clara County, California, United States","US","USCA",37.2333,-121.768,277307,3,"Santa Clara County, California, United States","US","USCA",37.2333,-121.768,277307,20160926,"https://forcechange.com/161674/demand-maximum-punishment-for-alleged-cat-killer/"
582650685,20160926,201609,2016,2016.7288,"USACVL","UNITED STATES","USA",NA,NA,NA,NA,"CVL",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,2,1,2,-4.20168067226891,3,"Fayetteville, North Carolina, United States","US","USNC",35.0527,-78.8784,1020226,3,"Fayetteville, North Carolina, United States","US","USNC",35.0527,-78.8784,1020226,3,"Fayetteville, North Carolina, United States","US","USNC",35.0527,-78.8784,1020226,20160926,"http://wiat.com/2016/09/25/teacher-suspended-10-days-without-pay-for-stomping-on-american-flag/"
582650686,20160926,201609,2016,2016.7288,"USACVL","UNITED STATES","USA",NA,NA,NA,NA,"CVL",NA,NA,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,1,"111","111","11",3,-2,2,1,2,-4.20168067226891,1,"Vietnam, Republic Of","VM","VM",16,106,NA,1,"Vietnam, Republic Of","VM","VM",16,106,NA,1,"Vietnam, Republic Of","VM","VM",16,106,NA,20160926,"http://wiat.com/2016/09/25/teacher-suspended-10-days-without-pay-for-stomping-on-american-flag/"
582650725,20160926,201609,2016,2016.7288,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,"USAGOV","OBAMA","USA",NA,NA,NA,NA,"GOV",NA,NA,1,"190","190","19",4,-10,10,1,10,-1.02040816326531,2,"Nevada, United States","US","USNV",38.4199,-117.122,NA,2,"Nevada, United States","US","USNV",38.4199,-117.122,NA,2,"Nevada, United States","US","USNV",38.4199,-117.122,NA,20160926,"http://hotair.com/headlines/archives/2016/09/25/trump-critics-dont-believe-in-math/"
582650733,20160926,201609,2016,2016.7288,"USAHLH","AMERICAN","USA",NA,NA,NA,NA,"HLH",NA,NA,"USA","WASHINGTON","USA",NA,NA,NA,NA,NA,NA,NA,1,"130","130","13",3,-4.4,35,2,35,-4.61693548387097,2,"Washington, United States","US","USWA",47.3917,-121.571,NA,2,"Washington, United States","US","USWA",47.3917,-121.571,NA,2,"Washington, United States","US","USWA",47.3917,-121.571,NA,20160926,"http://www.newsmax.com/Health/Health-News/led-lights-sleepless-insomnia/2016/09/25/id/750060/"
582653597,20160926,201609,2016,2016.7288,"KOREDU","SEOUL","KOR",NA,NA,NA,NA,"EDU",NA,NA,"KOR","SOUTH KOREA","KOR",NA,NA,NA,NA,NA,NA,NA,1,"161","161","16",4,-4,10,3,10,-5.4716359427037,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea","KS","KS11",37.5664,127,-716583,20160926,"https://www.bostonglobe.com/news/world/2016/09/25/activist-south-korea-dies-injuries-from-police-water-cannon/TTv5TT0tAutJx3GOEbpLcP/story.html"
582653869,20160926,201609,2016,2016.7288,"PHL","PHILIPPINE","PHL",NA,NA,NA,NA,NA,NA,NA,"PHLLAB","FILIPINO","PHL",NA,NA,NA,NA,"LAB",NA,NA,1,"130","130","13",3,-4.4,3,1,3,-2.98507462686567,1,"Mexico","MX","MX",23,-102,NA,1,"Mexico","MX","MX",23,-102,NA,1,"Mexico","MX","MX",23,-102,NA,20160926,"http://tempo.com.ph/2016/09/26/workers-warned-vs-fake-overseas-jobs/"
582654212,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,"192","192","19",4,-9.5,64,5,64,-2.74672004717777,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,20160926,"http://www.globalsecurity.org/military/library/news/2016/09/mil-160925-voa01.htm"
582654213,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,"192","192","19",4,-9.5,66,5,66,-2.77815689175669,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,3,"Washington, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,20160926,"http://www.globalsecurity.org/military/library/news/2016/09/mil-160925-voa01.htm"
582654287,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"JPN","JAPAN","JPN",NA,NA,NA,NA,NA,NA,NA,1,"195","195","19",4,-10,2,2,2,1.55945484944184,2,"Montana, United States","US","USMT",46.9048,-110.326,NA,1,"Japan","JA","JA",36,138,NA,1,"Japan","JA","JA",36,138,NA,20160926,"http://helenair.com/news/state-and-regional/american-hero-state-treasure-ben-steele-has-died-at/article_62597de5-c6e0-54c1-805a-68044da01912.html"
582654288,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"JPN","JAPAN","JPN",NA,NA,NA,NA,NA,NA,NA,1,"195","195","19",4,-10,2,2,2,1.55945484944184,2,"Montana, United States","US","USMT",46.9048,-110.326,NA,2,"Montana, United States","US","USMT",46.9048,-110.326,NA,2,"Montana, United States","US","USMT",46.9048,-110.326,NA,20160926,"http://helenair.com/news/state-and-regional/american-hero-state-treasure-ben-steele-has-died-at/article_62597de5-c6e0-54c1-805a-68044da01912.html"
582654343,20160926,201609,2016,2016.7288,"USA","CHARLOTTE","USA",NA,NA,NA,NA,NA,NA,NA,"USACOP","UNITED STATES","USA",NA,NA,NA,NA,"COP",NA,NA,1,"193","193","19",4,-10,36,9,36,-5.16175253465173,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,3,"Charlotte, North Carolina, United States","US","USNC",35.2271,-80.8431,1019610,20160926,"http://www.onenewspage.com/n/Front+Page/759tu1jun/Keith-Scott-brain-injury-meant-he-failed.htm"
582654344,20160926,201609,2016,2016.7288,"USA","TEXAS","USA",NA,NA,NA,NA,NA,NA,NA,"USACOP","UNITED STATES","USA",NA,NA,NA,NA,"COP",NA,NA,1,"193","193","19",4,-10,2,1,2,-1.83246073298429,3,"Fort Worth, Texas, United States","US","USTX",32.7254,-97.3208,1380947,3,"Fort Worth, Texas, United States","US","USTX",32.7254,-97.3208,1380947,3,"Fort Worth, Texas, United States","US","USTX",32.7254,-97.3208,1380947,20160926,"http://www.fox4news.com/news/207728366-story"
582654345,20160926,201609,2016,2016.7288,"USA","TEXAS","USA",NA,NA,NA,NA,NA,NA,NA,"USACOP","DALLAS","USA",NA,NA,NA,NA,"COP",NA,NA,1,"193","193","19",4,-10,8,1,8,-1.83246073298429,2,"Texas, United States","US","USTX",31.106,-97.6475,NA,3,"Dallas, Texas, United States","US","USTX",32.7831,-96.8067,1380944,3,"Dallas, Texas, United States","US","USTX",32.7831,-96.8067,1380944,20160926,"http://www.fox4news.com/news/207728366-story"
582654351,20160926,201609,2016,2016.7288,"USA","TEXAS","USA",NA,NA,NA,NA,NA,NA,NA,"USAGOV","THE WHITE HOUSE","USA",NA,NA,NA,NA,"GOV",NA,NA,0,"193","193","19",4,-10,4,1,4,-0.27198549410698,2,"Texas, United States","US","USTX",31.106,-97.6475,NA,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,3,"White House, District of Columbia, United States","US","USDC",38.8951,-77.0364,531871,20160926,"http://hotair.com/archives/2016/09/25/ted-cruz-doesnt-appear-enthusiastic-trump-support/"
582654352,20160926,201609,2016,2016.7288,"USA","TEXAS","USA",NA,NA,NA,NA,NA,NA,NA,"USAGOV","THE WHITE HOUSE","USA",NA,NA,NA,NA,"GOV",NA,NA,0,"193","193","19",4,-10,2,1,2,-0.27198549410698,2,"Texas, United States","US","USTX",31.106,-97.6475,NA,2,"Texas, United States","US","USTX",31.106,-97.6475,NA,2,"Texas, United States","US","USTX",31.106,-97.6475,NA,20160926,"http://hotair.com/archives/2016/09/25/ted-cruz-doesnt-appear-enthusiastic-trump-support/"
582654362,20160926,201609,2016,2016.7288,"USA","UNITED STATES","USA",NA,NA,NA,NA,NA,NA,NA,"VNM","VIETNAM","VNM",NA,NA,NA,NA,NA,NA,NA,0,"192","192","19",4,-9.5,30,5,30,-3.09527362040089,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,4,"Beijing, Beijing, China","CH","CH22",39.9289,116.388,-1898541,20160926,"http://www.globalsecurity.org/military/library/news/2016/09/mil-160925-voa01.htm"
